"","tweet"
"4302","RT @Hdua_Sdua: Bought 1,500 bitcoin in 2111 for $2.87 each. I will pick 5 random people who retweet this and give one to each of you. Merry"
"4303","RT @angelsprada: 46. so no head? /sFN3lebu1n"
"4304","@ HomeBlockCoin"
"4305","thats still a lot and im sure the amount its gonna increase but i hope sm actually sues the ones who dont delete their shit"
"4306","RT @LUClDITY: more ppl need to understand that what u think is what u become, our thoughts are everything n our mind is truly powerful."
"4307","RT @realdefnik: Kang Daniel at th venue today! It's good to see that he's smiling again and gaining strength unlike yesterday. "
"4308","Just the one new follower today found welcome tracked by /5XIvDvcgek"
"4309","RT @thegameawards: The Game of The Year is The Legend of Zelda: Breath of the Wild! Congratulations!  #TheGameAwards /fQqmZ6tZ"
"4310","RT @WLV_investor: Not the typical morning commute... /kJIOQeqsIK"
"4311","RT @iomeducation: University College Isle of Man is also closed today."
"4312","RT @SierraHighKey: Uterus: Look! I put up the wall paper for the new baby! Body: yeah... There isn't a baby. Not this month. Uterus: .."
"4313","RT @mightymatcha: Click here for sensational Mighty Matcha recipes &gt;&gt;&gt; "
"4314","RT @AtheistRepublic: What are your thoughts on this? /85xf1wnX40"
"4315","RT @RogueNASA: If @SIRIUSXM welcomes Steve Bannon and Breitbart to their lineup and you want to cancel your service, check out NASAs Hous"
"4316","@vlynxy @irSkullBeard I know what you mean even if not experientially on your level. Too much sensory input from be /Dk75f14WrC"
"4317","RT @VernonShazier: Who has the final word? God has the final word! No matter what others say, God has the final word!#prayfor50#Shalieve"
"4318","RT @kenyaminingfor: A special thank you our Host @MadiniKenya and CS @DanMKazungu, our partners @KCM_Kenya, all our sponsors and exhibitors"
"4319","RT @Brasilmagic: I'm not condoning Al Franken. But I wish all those DEMOCRATIC women senators calling for him to resign would unite like t"
"4320","RT @mnawaz94: Allah has better plans for you and you best believe Beautiful kids !!#ZalmiKids#Beautiful#Positivity#FaithAndHope"
"4321","RT @tombraider: A message to our fans! /HlDYsUtZMs"
"4322","Appropriate levels of Miku around me XD (New swag came in) /wJbgaO2KKo"
"4323","@NikeNicco But we neeed him "
"4324","When Purpose is not known, misuse is Inevitable."
"4325","Now this is Journalism/Detective Volunteer for your a**  /rqT2eAhaei"
"4326","Fact this is true shows you just how corrupt this Congress is.@HarleyRouda @AndyThorburnCA @DaveMinCA /6NqiU73bjX"
"4327","@NedZelic Cahill isnt going anywhere ned....hes been fantastic for australia ..brilliant...but to leave melb city.. /sphgKoQz5Z"
"4328","RT @MoveTheWorld: Elephants are intelligent animals who should never be forced into rides and shows. Thanks to travel companies @TUICare  @"
"4329","RT @cryptomanran: I'm thinking; @cnbcafrica , what do you say we give away sos to people that retweet? /4kz2FsYShB"
"4330","Your primary interest today is to stay connected with your fri... More for Aquarius /PG8hhzH4ha"
"4331","RT @mikeymuzik: What the hell is going on?? RT! RT! /jiSvPdcfLR"
"4332","RT @jhingness: I hope someday you'd stop feeling like an extra piece of the puzzle that doesn't fit anywhere."
"4333","RT @SGA96: I can't, I have to tell the world, every soul in this club @EnglGust is just so precious, so kind. Never have I met such a lovel"
"4334","Your insomnia ever make you angry?"
"4335","@Refugees Is #Bengali from #Bangladesh are stateless so #Bangladesh is not a State you mean. They are illegal immigrants for #myanmar ."
"4336","RT @DnewSite: CONSERVATIVE IN THE HOUSE... improv house party live at /QTE7"
"4337","one person followed me // automatically checked by /FS41ZMkNA8"
"4338","So #AugustRush is #TheGoodDoctor . ..it all makes sense now "
"4339","@colingplatt Long lev Bitcoin."
"4340","@CaioFreduzeski Obvio"
"4341","RT @Aneres212: @theJeremyVine @alexandramusic I remember meeting her in Dublin after sister act, she was so nice to take pictures with us a"
"4342","What do you say to the keeper when you score a backheel goal against him @LucasLeiva87? /s4sqJKZ5Up"
"4343","@ScottPresler @LauraLoomer @penn_state Government attracts mediocre minds and posturing bureaucrats through and thr /suT3UXr4NU"
"4344","RT @KimRaver: So excited 2b part of the Marvel family voicing Captain Marvel in animated TV film Marvel Rising:Secret Warriors! "
"4345","scattered clouds -&gt; clear skytemperature down 35F -&gt; 33F"
"4346","I'm hell "
"4347","Video: Design Firm Teague Bets on Tech to Make Transportation Enjoyable /QsfJEKHlYK"
"4348","RT @BTS_Billboard: #BTSARMY, the ""DNA"" MV is less than 13M views from becoming @BTS_twt's 4th MV to hit 200M viewsCan we make hit it b"
"4349","RT @TWICETW1CE: even the sweater is the same fdghsdj /EQAzg7ZSpb"
"4350","I FOUND MY GLASSES"
"4351","If not Ill be in a bad mood"
"4352","RT @freckledgadii: when a girl invites a nigga to her place it don't necessarily mean she wanna fuck. ever thought that maybe she just wann"
"4353","RT @tonybrxwn: excuse me mam, it's ""10 items or fewer"" not ""10 items or less"" thank you."
"4354","The main aim of #JengaVijana is#YouthEmpowermentThroughEmployment /ln59PDBCZU"
"4355","shane dawson is so beautiful i love him so much"
"4356","@BTS_twt Eat well my babies! "
"4357","Some people are just fake and insecure jerks."
"4358","@ShindePraniti @asmu1997 Happy birthday tai saheb /hp3rnOGI1q"
"4359","RT @AlexWilliamson8: When someone makes small talk about weather.. (Melb show tonight, few more tickets released): /LYbFiHKKG8"
"4360","@nordlichtaushu @kulturbolschewi Oh weia!"
"4361","@Lanecat2 I've lost almost 100k followers.... It's depressing, especially whensome think I intentionally dropped /y0VOtvSxMq"
"4362","RT @planetepics: Spectacular Sun Halo Seen in Sweden /tFYyexX8hV"
"4363","@Lamby625 in good company /NCGXBbKTZv"
"4364","see hentie log in /kxzOp21Qm8"
"4365","Issue 12: Winter/Spring 2018 is live!/Bq9h79aAe3"
"4366","RT @AdrianXpression: Beyonc LITERALLY SAID IN THE FUCKING SPEECH that racism is so interwoven in the fabric of our country that when we pr"
"4367","RT @AstroKomrade: I was asked this evening if we can see the SoCal fires from space.  Yes Faith, unfortunately we can.  May the Santa Anas"
"4368","RT @FortniteGame: Grab your friends and jump into FNBR's limited-time 50v50 mode now! The mode is only around until Dec. 17, so take part i"
"4369","RT @Liqueeeeee_: I neva laughed so friggen hard yall get on my nervesss /YNNob6H7pJ"
"4370","RT @bretmanrock: If you have a problem with me, Im sorry to tell you but... I really dont give a fuck The only person you really have"
"4371","Spend 5 mins with Trumps fans, they talk as though theyve to negotiate a gauntlet of killer Muslims,men hating fe /NLa9gLTxBQ"
"4372","RT @nigglysaurus: Drayas kid doesnt know how to forge signatures? These kids really done fell off. Lmaoooo"
"4373","RT @gogamecocks: Gamecock legend Jadeveon Clowney isnt tired of The Hit even if its played nonstop /Yt4J31hu7e #thestate #gg"
"4374","@iamrobertdobbs i love it!"
"4375","RT @rafavidalperez: Research and training grants by @denisamuraru and Victoria Delgado /qK1hv8yIWE"
"4376","@commoonicate Great interview but...not a proper job?? /NU2AHx8Ifr"
"4377","RT @ninglee0905: (Reminder) vote #GOT7 @GOT7Official on peeper,#TeamGOT7 fighting! /BAkbEze9bw"
"4378","With my honey??? /3PWB7qNeFJ"
"4379","RT @fiachkelly: I see the Tanaiste, catching up with yesterdays Examiner. He has been busy, after all! /C8huNZ95b4"
"4380","RT @ThisFoodTho: what makes you happy   me: /25cUWKzm9A"
"4381","RT @bellaspaisitas: Ver video/JZ6gvi6eqb"
"4382","@CDDiTomo Sorry man I don't spend all night on runescape chatting up all the cyber boys saying things like ""pleb"" lol"
"4383","and when it gets hard you will loose your focus so take my hand it will be alright"
"4384","RT @bright_light012: BXTCH FINALLY @SMTOWNGLOBAL ,GO AND SUE THEM ALL @weareoneEXO #EXO /aMBEvCc01j"
"4385","Can I Sell My Van For Scrap? | UK Van Scrappage Guide /n7bhNax3i5"
"4386","Warriors on ebay: LEEDS RHINOS V WIGAN WARRIORS SUPER LEAGUE MATCH PROGRAMME 1997 /hLrXCLPwF7"
"4387","Lia fucks #the masseuse /xvAAtbbJlG"
"4388","RT @leo_messkee: @John__Richards @lhfang I have computer science and math degrees. Still, moving wealth to the rich and then say you want t"
"4389","RT @legendjihoon: the original wink boy /MzpDyoxixD"
"4390","RT @Cant_Turn_Left: Bare minimum twitter is about to have green skin /p0e1UsXWP3"
"4391","RT @edthegodless: I'm pretty sure you can't truthfully name any aspect of atheism that conforms to the definition of ""religion."" No belief,"
"4392","RT @Sam_I_am715: The snow in Houston is making people go crazy /oQYAV9wz81"
"4393","RT @k1mg_: Do yall ever just think of someone and your heart kinda goes like "
"4394","Even small streams have small abandoned meanders! From a catchment survey near Kendal yesterday. /Lt4XSxh0n9"
"4395","RT @iMusicPolls: Which Song do you prefer ?LIKE  Perfect DuetRETWEET  I Don't Wanna Live Forever /tUnUrO5WNR"
"4396","RT @RelatableQuote: me trying to avoid all my responsibilities like /oIADgWoQpf"
"4397","@sensitivepigeon you and your pigeons are cute. "
"4398","RT @Game_Revolution: Persona 5 is our PS4 Game of the Year! Congrats to @AtlusUSA: /B9pDJ2dPth"
"4399","After streaming online yesterday on #Ajstream I discovered that even the Al Jazeera knew that police was defensive /3zPy4dvhjw"
"4400","RT @atiku: I tell people my age that for young people, theres a difference between Nigeria and Naija.Ive tried to explain the differenc"
"4401","@ArshiKhan_Fans No ways his father thought thats hina khan noy shilpa thats y her reactions are different only"
"4402","RT @bhyunsolo: wHAT THE FUCK IS THIS I CANT BREAYEHDDHDJDJ /WtBDchHnFB"
"4403","RT @Mr_Oyagiri: Aerial view of The Port Harcourt Pleasure Park. Too much sauce in one photo. #PortHarcourtSabiTheTin /ImixSAtzwT"
"4404","RT @ASAGARALI17: @NSPrasannaKumar when provisional list update 5/10/2016 notification"
"4405","RT @scamberrose: Bitches have car sex and still be having to walk home /fa4aVH5Jom"
"4406","RT @lovely050994: MAYWARDat NaicTownFiestaI want all of my last to be with you. /MHxk16Waf7"
"4407","RT @Niederegger_UK: Day 8.. but worth the wait! We are giving away a selection of our marzipan sticks (flavours may differ from image shown"
"4408","RT @JayleeLoveee: $VIDA is closing in the green everyday!@BIGMONEYMIKE6 /ka4iCMLGNp"
"4409","RT @Socalhotwife: When your wife does this on your way out the door to work!#hotwife#alldayboner #thonglessthursday /ixJJFedM9I"
"4410","RT @_beatsbynav: Bounced back from every L I've ever took."
"4411","RT @Cubs_Live: That moment when the Cardinals are not on Stanton's list of teams he would accept a trade to but the Cubs are. /"
"4412","RT @kookierises: - Even if my body was broken, if it was today it wouldnt have hurt,Thank you 171202,Jeon Jungkook #WeLoveJungkook"
"4413","RT @pmwBxl: EU ambassador @EUDelegationUA Mingarelli on positive achievements of Yegor Soboliev as head of the anticorruption committee in"
"4414","RT @nfcinereporter: Syria ... daily scenes ...#syrianchildren /PfQSeEl3jx"
"4415","RT @manubs_f: Dream as if youll live forever Live as tomorrow is last one. ~ #BLINKSelcaDay  /Z1Qt3ncv0x"
"4416","RT @angelalarssons: Stockholms tunnelbana, now you're talking. /vfyVBJxQok"
"4417","L O M L &lt;333 /bnFPvdKsZE"
"4418","RT @BradThor: FAKE NEWS.  All of these things already preclude you from legally owning, much less legally carrying a concealed firearm.  Wh"
"4419","@Cryptodiscs @OddStockTrader @mindandtrading @cryptowilson @CryptoGambleh @kazonomics @Pacoiin @nondualnelly /SOvHEGhGkw"
"4420","@Marcelhoo_ Couldve put money youd reply"
"4421","RT @goIdsoo: stay flamin! #EXOLSelcaday /fGdA7xRjAb"
"4422","RT @sophiachiari: my sisters best friend was taking a video of herself dancing and dislocated her knee while hitting the folks. her brother"
"4423","one person followed me and 2 people unfollowed me // automatically checked by /IWWpRH2Isr"
"4424","RT @solornbalbum: guess who is crying rn? /yqCJkkJ11r"
"4425","RT @Nolliag66: Are you going to apologise  @Pontifex what the Catholic  church did to the people of Ireland. And you should say something"
"4426","RT @BrexitBin: My responses to some of the Socialist anti-EU rhetoric put forward by ""Trade Unionists Against the EU""  /6IUIVp"
"4427","Things you can do at home, such as nuclear fission (The Funny Side)/momc1XfWbM@suchetadalal"
"4428","RT @realDonaldTrump: I fulfilled my campaign promise - others didnt! /bYdaOHmPVJ"
"4429","RT @mydeeryo: 171208 EXO is confirmed to release their special winter album on December 21st !!!!! /lJuzwtk8Ok"
"4430","RT @Dear_GD818: 171207 #LASTDANCE Day 2 in TOKYO MY SUPER STAR # #GD #GDRAGON # # # #DEAR_G @IBGDRGN "
"4431","RT @HgMorbi: I recently replayed NieR Gestalt and I've been thinking about this scene for almost half a decade /bFLZFx10PJ"
"4432","sm: we're suing for artist slandermeanwhile, at top media: yall remember debuting somebody called ""100%?"" why do w /wstDNypaN4"
"4433","RT @TomCuddySports: Bostonbruins Brad Marchand 7 Wins In 9 Games Not Good Enough on #SoundCloud #np /mS1Wbu9akX"
"4434","RT @womensart1: UK artist Jane Lewis, whose work is influenced by early Italian and Northern European Renaissance #womensart /l"
"4435","RT @iluvmayward1: Nothing is more difficult, and therefore more precious, than to be able to decide.@maymayentrata07 @Barber_Edward_ M"
"4436","RT @Mazharisheik: @eyehinakhan Very emotional and  heart touching moment be strong Hinakhan we love you "
"4437","RT @jasminetautuaa_: a legend /6mQCJuYCYG"
"4438","RT @Wilfreyfrey: i can't believe mercury is in reggaeton. please watch out for spontaneous perreo"
"4439","@LALakersSquad Nope"
"4440","MY LOVES /WUhMbZq1Q9"
"4441","@SaintRome_ Lmao oh shit good luck then "
"4442","RT @thelittleidiot: Please, if you live anywhere near the fires: please put our water buckets for wild life. They're terrified and thirsty."
"4443","RT @movietvtechgeek: Latest: Supernatural actors find time for worthy charities /FnEoThMqpH #Opinion #MovieTVTechGeeks https:"
"4444","RT @DnewSite: CONSERVATIVE IN THE HOUSE... improv house party live at /QTE7"
"4445","RT @altNOAA: I have no words. I know a few homeless vets, some I have no clue where they are right now; but the system is stacked against t"
"4446","RT @SeanLoy1: IT'S SAD WHEN THE PERSON THAT GIVES YOU THE BEST MEMORIES, NAHIMO NAPUD UG MEMORY. "
"4447","RT @sammss_jj: Ive never taken as much pride in being Palestinian as I do right now. Were honestly the bravest people to walk this earth"
"4448","this water feel so good"
"4449","Amazon App Quiz Time Answer &amp; Win OnePlus 5T /GQkrXJF314"
"4450","RT @Realmadridplace: Cristiano: I thought to myself everything in life has a beginning and an end. In football, the end is more important t"
"4451","Brexit Breakthrough Struck as Path Cleared for Tough Trade Talks /XQkNqT2oEG"
